customer_id,total_orders,total_revenue,avg_unit_price,avg_quantity,cumulative_revenue,cumulative_revenue_pct,cumulative_customer_pct,segment,score,pricing_tier,retained
CUST_0476,4018,15169133.88,149.18,25.55,15169133.88,5.108015754001057,0.2,Tier 1 – Top,0.9656939040207524,A – Premium,Yes
CUST_0391,3030,10860364.85,146.92,24.51,26029498.73,8.76510752910505,0.4,Tier 1 – Top,0.743157145445025,A – Premium,Yes
CUST_0262,2840,10139896.47,143.71,24.86,36169395.2,12.179590605227766,0.6,Tier 1 – Top,0.7074929209895152,A – Premium,Yes
CUST_0442,2136,7767116.23,147.18,24.71,43936511.43000001,14.795069668162723,0.8,Tier 1 – Top,0.5757458923553672,A – Premium,Yes
CUST_0070,2066,7639623.35,146.41,25.3,51576134.78000001,17.367617101334588,1.0,Tier 1 – Top,0.570143232896909,A – Premium,Yes
CUST_0500,1982,7582052.56,149.09,25.46,59158187.34000001,19.920778292377094,1.2,Tier 1 – Top,0.5630114399443771,A – Premium,Yes
CUST_0447,1974,7241014.55,146.57,25.2,66399201.89000001,22.359099207002107,1.4,Tier 1 – Top,0.549486823252021,A – Premium,Yes
CUST_0155,1974,7189103.77,145.17,25.28,73588305.66000001,24.779939816941297,1.6,Tier 1 – Top,0.5482945639458479,A – Premium,Yes
CUST_0306,1172,4330358.83,145.26,24.85,77918664.49000001,26.238133890452737,1.7999999999999998,Tier 1 – Top,0.3913964299860991,A – Premium,Yes
CUST_0499,1074,3899066.49,146.39,24.69,81817730.98,27.551095672870435,2.0,Tier 1 – Top,0.3688256271192353,A – Premium,Yes
CUST_0140,989,3818744.45,149.3,25.77,85636475.43,28.83701001481071,2.2,Tier 1 – Top,0.3668355284994878,A – Premium,Yes
CUST_0227,1058,3802871.93,147.68,24.51,89439347.36000001,30.117579484535007,2.4,Tier 1 – Top,0.3632929543162384,A – Premium,Yes
CUST_0472,956,3647064.88,154.21,25.0,93086412.24,31.34568288254549,2.6,Tier 1 – Top,0.3537192556892867,A – Premium,Yes
CUST_0479,930,3549038.01,148.57,25.44,96635450.25,32.540776960430215,2.8000000000000003,Tier 1 – Top,0.3514002990372541,A – Premium,Yes
CUST_0012,912,3508007.54,151.24,25.69,100143457.79000002,33.72205454168356,3.0,Tier 1 – Top,0.3503251850464622,A – Premium,Yes
CUST_0248,923,3483091.94,151.11,24.82,103626549.73000002,34.894942106847175,3.2,Tier 1 – Top,0.3446832060221049,A – Premium,Yes
CUST_0051,908,3338035.59,146.97,24.58,106964585.32000002,36.01898376380802,3.4000000000000004,Tier 1 – Top,0.337225525927228,A – Premium,Yes
CUST_0035,832,3156245.81,152.83,24.94,110120831.13000004,37.08180999030975,3.6,Tier 1 – Top,0.3278935964536711,A – Premium,Yes
CUST_0141,784,2983842.23,150.14,25.62,113104673.36000004,38.08658147158655,3.8,Tier 1 – Top,0.3230368711287096,A – Premium,Yes
